   0.00000 	  585.49438 	 1031.42843 	  578.31608 	  406.96456 	  602.74014 	  667.08440 	 1148.13303 	  550.95519 	  739.14218 	  713.12799 	 2063.72600 	  346.59861 	  602.78935 	  908.41393 	  444.29080 	  733.96313 	  631.58373 	 1520.28377 	  551.82810 	  453.74907 	 2140.69795 	 2131.97854 	  413.68796 	  519.42435 	 
 572.29807 	    0.00000 	  400.46780 	  657.65858 	  462.95016 	  342.90777 	 1110.85430 	 1595.26914 	  442.80225 	 1291.62239 	  978.67369 	 2309.59433 	  812.34052 	  869.22346 	  893.93626 	  927.16101 	  194.80886 	   89.06429 	 2146.79326 	  225.71128 	  685.69852 	 2597.80648 	 2538.32330 	  790.98515 	   39.43351 	 
 991.45021 	  334.19826 	    0.00000 	  846.48287 	  809.17592 	  574.12654 	 1580.74664 	 1716.70302 	  572.87028 	 1612.23543 	 1266.85317 	 2449.05350 	 1214.28409 	 1257.55986 	 1194.31966 	 1274.30132 	  208.03670 	  297.20019 	 2169.68085 	  470.78406 	  974.81027 	 2796.97524 	 2544.97203 	 1109.70316 	  443.43738 	 
 555.50347 	  581.98988 	  928.02239 	    0.00000 	  237.30518 	  330.49558 	  838.55923 	  927.00194 	  249.06756 	  877.95920 	  384.73948 	 1718.48252 	  514.98315 	 1224.46501 	  322.42211 	  778.06469 	  747.71446 	  619.01945 	 1348.69245 	  380.70451 	  278.56220 	 1787.35855 	 1604.05280 	 1002.73345 	  641.47325 	 
 383.15752 	  463.58209 	  773.44179 	  244.63026 	    0.00000 	  240.74086 	  859.81927 	 1157.72512 	  235.70886 	  849.37914 	  554.56754 	 1733.86761 	  394.63531 	  894.03788 	  643.48365 	  762.27578 	  550.58943 	  528.93366 	 1684.60237 	  252.29682 	  323.95467 	 1870.60996 	 1781.59103 	  784.15641 	  372.50574 	 
 611.12206 	  289.53007 	  557.32781 	  329.64992 	  229.69999 	    0.00000 	  971.75189 	 1205.43832 	   96.78471 	 1084.13526 	  651.35939 	 1938.85413 	  606.81245 	 1122.50663 	  596.50969 	  951.59793 	  414.48805 	  341.62131 	 1661.66598 	  107.41974 	  532.86906 	 2170.43103 	 2066.49316 	  888.73467 	  295.63241 	 
 731.35140 	 1180.07391 	 1505.24808 	  791.47701 	  749.30259 	 1083.36415 	    0.00000 	  611.10769 	  927.87512 	  233.63271 	  447.26110 	 1304.84882 	  413.69448 	 1180.42409 	  779.72446 	  429.01879 	 1253.29903 	 1412.23758 	  932.82543 	  983.49165 	  490.41093 	 1632.17114 	 1797.83664 	  922.83700 	 1206.60703 	 
1224.97818 	 1443.79551 	 1876.11742 	  817.55556 	  982.32477 	 1209.79755 	  658.88138 	    0.00000 	 1033.30781 	  809.15413 	  583.14596 	  849.30341 	  962.85714 	 1570.64498 	  626.77302 	 1117.54927 	 1672.29687 	 1576.60424 	  629.67809 	 1311.53034 	  781.89157 	  904.82183 	  984.65197 	 1598.24636 	 1406.83396 	 
 556.44289 	  423.33182 	  656.12537 	  256.45110 	  229.45534 	   86.58423 	  960.18991 	 1079.36999 	    0.00000 	 1203.06413 	  685.96840 	 2062.20595 	  657.07404 	 1077.80192 	  539.38140 	  918.78275 	  501.75366 	  418.57333 	 1785.60512 	  196.47667 	  478.05796 	 2287.03126 	 2068.47999 	  989.40609 	  392.87351 	 
 690.49345 	 1123.38727 	 1562.40226 	  963.86747 	  797.99734 	 1016.95464 	  208.68748 	  870.91631 	 1175.45726 	    0.00000 	  628.75685 	 1363.86917 	  489.31804 	  889.33302 	 1120.15612 	  312.85817 	 1512.15213 	 1374.00932 	 1076.07504 	 1090.11088 	  674.57218 	 1799.56250 	 2079.26347 	  843.74462 	 1326.11636 	 
 625.02451 	  910.14587 	 1183.48918 	  438.21270 	  548.57588 	  632.58501 	  427.57774 	  537.04270 	  577.53919 	  641.52593 	    0.00000 	 1466.42227 	  361.97570 	 1357.99183 	  398.15258 	  691.24367 	 1033.37458 	 1027.38196 	 1078.94705 	  835.63985 	  238.37966 	 1507.35233 	 1476.85711 	 1111.77041 	  960.15328 	 
