   0.00000 	  353.12212 	  561.34204 	  901.76230 	  632.05906 	  491.82415 	  505.34986 	  946.87912 	  851.00148 	  909.27001 	  724.40504 	  585.40163 	  664.45676 	  636.28623 	  636.06826 	  842.61622 	 1188.36748 	  543.32522 	  589.08225 	  829.81409 	  505.96312 	 1227.18938 	  469.98964 	  724.89794 	  882.08238 	  682.64860 	  212.43590 	  744.59490 	  863.63063 	  944.99816 	  178.50257 	  625.71403 	   63.04953 	  865.29523 	  889.44813 	 1028.53375 	  688.79670 	  300.16696 	 1212.73768 	  403.12863 	  828.00259 	  353.31356 	  610.51950 	  381.45059 	  866.93691 	  174.30196 	  522.31111 	  813.71165 	  716.33060 	  294.96517 	  205.49944 	  682.84191 	  934.67612 	  798.68922 	  767.87325 	  704.65113 	  948.59517 	  469.51347 	 1094.56866 	  452.08312 	  788.81306 	  597.13598 	  370.68786 	  690.33355 	  861.07892 	  428.87058 	  690.43658 	  286.79045 	  863.82093 	  264.90116 	  441.49786 	  661.11487 	  750.31037 	  743.57628 	 1132.59785 	 1092.83330 	  890.64162 	  753.85787 	  266.15790 	   91.73172 	  779.02770 	 
 331.16768 	    0.00000 	  924.00523 	  704.86034 	  654.42226 	  825.83604 	  947.53914 	  685.87985 	 1339.53248 	 1135.31310 	 1004.38019 	  345.76517 	  398.70134 	  906.78608 	 1032.67811 	 1153.76301 	 1364.52488 	  745.26004 	  747.17052 	 1089.06470 	  196.52594 	 1418.70954 	  286.67960 	  583.42031 	  497.33766 	  922.03006 	  160.66513 	  777.81571 	  625.30477 	  722.45705 	  315.16808 	 1022.40144 	  368.82390 	 1168.91359 	 1206.38385 	  676.78359 	  801.89897 	  412.69685 	 1519.02919 	  518.21512 	 1004.21631 	  745.92414 	 1006.44990 	  173.24134 	 1323.01981 	  155.69236 	  294.76480 	 1146.92566 	  446.34399 	  525.95574 	  535.37573 	  663.62753 	  849.82548 	  962.19348 	  735.51383 	  365.35096 	  941.17107 	  447.39374 	 1271.43978 	  492.29598 	  766.46029 	  441.71714 	  108.91707 	  939.52542 	  564.16201 	  594.08768 	 1082.50488 	  546.08796 	  612.61115 	  620.13192 	  639.74579 	  308.71631 	  511.95559 	 1035.10259 	  812.41946 	  730.98469 	 1149.05396 	  954.97971 	  216.88699 	  233.74761 	  969.62182 	 
 529.83295 	  986.40901 	    0.00000 	 1276.31746 	  596.45072 	  281.23928 	  299.24169 	 1329.66726 	  384.74921 	  349.73951 	  216.13292 	 1040.27022 	 1357.69224 	  416.36816 	  160.62460 	  250.86987 	  490.22259 	  371.67409 	  490.69656 	  234.64123 	 1164.08858 	  665.98675 	 1000.67757 	  848.52330 	 1077.23246 	  152.66012 	  726.66360 	  878.02854 	 1092.73712 	 1616.49874 	  791.97715 	  178.21771 	  606.22907 	  460.05673 	  342.54832 	 1292.45427 	  482.61437 	  506.50284 	  674.70980 	  456.67844 	  352.19066 	  228.06067 	  101.73832 	  875.13188 	  313.06822 	  823.47593 	 1154.03623 	  373.44996 	 1101.37035 	  421.24192 	  420.38662 	  836.16879 	 1128.07481 	  328.84855 	  704.21654 	 1377.75598 	  628.76196 	  736.91588 	  569.34379 	  576.77863 	  906.24567 	 1045.70822 	  956.34464 	  109.20466 	 1463.28441 	  441.38024 	  533.64758 	  347.84659 	 1047.07462 	  341.80358 	  297.97979 	 1284.32845 	 1288.51424 	  523.21700 	 1419.78571 	 1519.40737 	  316.55948 	  488.55818 	  848.50788 	  658.61615 	  376.52869 	 
 991.05185 	  587.66083 	 1370.21968 	    0.00000 	  779.89870 	 1037.30617 	 1312.15752 	  398.99503 	 1753.85849 	 1480.48095 	 1261.61744 	  346.84219 	  245.71935 	 1114.39157 	 1310.06894 	 1292.55675 	 1593.64990 	 1021.51466 	  861.44700 	 1407.53526 	  477.91657 	 1755.05394 	  511.50942 	  348.97125 	  166.79440 	 1293.09823 	  806.70022 	  537.73304 	  412.36050 	  442.00143 	  971.68389 	 1491.95842 	 1130.45683 	 1495.10738 	 1497.97632 	  220.85765 	 1063.24299 	  823.47636 	 1487.08384 	  912.18062 	 1264.60828 	 1139.61536 	 1489.09041 	  605.50613 	 1722.51953 	  770.05289 	  497.55005 	 1684.15304 	  231.29953 	  964.08963 	  861.99613 	  623.47211 	  511.12141 	 1154.73003 	  753.21950 	  362.84672 	  857.67223 	  601.59349 	 1597.10496 	  629.58857 	  445.11027 	  436.91006 	  609.67373 	 1364.02650 	  239.31015 	  853.03232 	 1312.16836 	 1022.76974 	  297.81694 	 1208.03818 	  991.61377 	  383.54147 	  443.12711 	 1085.69574 	  299.03607 	  156.18700 	 1494.70717 	 1139.95087 	  778.28033 	  840.57561 	 1096.54542 	 
 622.78787 	  615.06266 	  549.68730 	  724.36549 	    0.00000 	  357.63022 	  870.44281 	  722.13946 	  982.46593 	  808.46567 	  569.99730 	  674.95966 	  746.93294 	  411.12990 	  790.12738 	  671.91149 	  924.57460 	  238.43456 	   88.20332 	  752.78117 	  644.17078 	  908.84098 	  556.93601 	  352.04851 	  567.30417 	  592.23704 	  653.07344 	  327.67046 	  475.04135 	 1050.53896 	  661.98543 	  796.82277 	  667.53475 	  628.81865 	  876.62342 	  728.70570 	  228.47418 	  348.94657 	  825.34423 	  304.34959 	  593.70471 	  529.39837 	  597.11229 	  477.65789 	  920.08861 	  489.95760 	  801.72941 	  925.58569 	  705.86452 	  372.66841 	  455.26575 	  304.33762 	  587.37104 	  475.91388 	  127.58475 	  803.33962 	  254.86970 	  219.60221 	  741.68830 	  115.24104 	  449.19901 	  502.83593 	  709.57290 	  659.30461 	  972.01471 	  193.66904 	  501.93759 	  437.62876 	  468.16836 	  630.40690 	  244.68193 	  762.37725 	 1011.40026 	  429.54671 	  720.33738 	  922.40957 	  613.69302 	  336.17665 	  734.20586 	  583.07414 	  438.67740 	 
 496.46439 	  779.86052 	  253.45630 	 1121.86989 	  354.71212 	    0.00000 	  579.02970 	 1002.12543 	  631.39248 	  478.88854 	  295.29095 	  962.42013 	 1152.20194 	  182.43548 	  400.54131 	  355.96671 	  608.57349 	  142.78416 	  253.40945 	  524.33289 	  865.72175 	  724.79179 	  723.44953 	  639.17769 	  904.20318 	  214.73364 	  627.90114 	  644.47072 	  805.35089 	 1426.84922 	  647.45914 	  456.88787 	  444.65567 	  426.40904 	  539.89214 	 1063.63263 	  260.21168 	  297.82168 	  680.06123 	  185.13289 	  313.85791 	  278.52887 	  296.55926 	  620.01849 	  542.54725 	  560.38138 	 1003.20152 	  572.15974 	 1072.41430 	  294.30967 	  353.15774 	  513.31238 	  808.02602 	  335.08389 	  393.03167 	 1196.37268 	  438.77585 	  469.62794 	  600.14431 	  375.12521 	  723.72153 	  806.79187 	  770.58909 	  339.99858 	 1302.11034 	  208.65949 	  241.99231 	  242.01394 	  823.40263 	  363.23034 	   73.11731 	 1048.26476 	 1144.92967 	  307.17072 	 1151.44713 	 1170.94178 	  381.61973 	  207.22617 	  687.87760 	  590.85165 	  239.40534 	 
 598.56366 	  810.14962 	  295.95644 	 1306.35124 	  792.72830 	  560.21979 	    0.00000 	 1409.54440 	  368.60137 	  502.68252 	  463.20897 	 1122.99478 	 1324.08296 	  658.66374 	  119.01255 	  588.20507 	  706.61452 	  740.91889 	  728.60845 	  218.73056 	 1084.47262 	 1007.54023 	  955.24035 	 1144.13413 	 1339.22269 	  405.91619 	  822.09416 	 1168.35514 	 1067.22089 	 1554.12266 	  749.64987 	  133.53646 	  491.49857 	  725.76627 	  432.10453 	 1572.39720 	  864.96686 	  622.39915 	  947.65671 	  575.01039 	  566.45131 	  335.92656 	  338.68300 	 1028.95535 	  409.50247 	  795.39739 	 1016.80249 	  334.49301 	 1291.54215 	  495.82949 	  499.06221 	  989.28839 	 1436.44805 	  569.14290 	  877.50171 	 1148.13137 	 1044.84568 	  772.79496 	  922.60464 	  942.66473 	 1190.79614 	 1165.84374 	  838.43554 	  317.78972 	 1569.59186 	  679.38714 	  807.83370 	  460.01323 	 1185.98224 	  357.82060 	  585.85135 	 1237.76660 	 1204.55364 	  731.52002 	 1543.46618 	 1403.01123 	  650.31234 	  736.00415 	  784.81119 	  660.17381 	  659.35066 	 
1067.80087 	  763.87464 	 1182.54464 	  372.74820 	  679.98185 	  907.22843 	 1386.33072 	    0.00000 	 1489.68546 	 1484.18263 	 1259.05365 	  419.11644 	  562.06290 	 1115.85361 	 1516.72472 	 1312.20614 	 1612.17133 	  876.77017 	  767.68001 	 1490.88942 	  576.29588 	 1632.56481 	  508.68814 	  381.08633 	  209.00614 	 1098.36873 	  784.42167 	  379.28241 	  319.27097 	  787.70442 	 1104.59235 	 1491.31131 	 1072.89901 	 1366.29283 	 1621.74298 	  228.37707 	  810.46860 	  924.48526 	 1566.24849 	  979.92449 	 1239.44099 	 1098.78490 	 1356.43364 	  644.46552 	 1481.88979 	  902.44118 	  693.21615 	 1601.88385 	  444.91419 	 1006.37236 	  884.42063 	  400.94649 	  169.42336 	 1065.15473 	  583.09091 	  624.41961 	  723.90943 	  640.82047 	 1476.74529 	  624.16482 	  249.63776 	  472.44354 	  727.37300 	 1284.35056 	  520.79019 	  865.60552 	 1077.35480 	 1061.20384 	  368.54674 	 1191.54751 	  916.77205 	  562.29169 	  822.40724 	 1147.72406 	  125.83754 	  323.10492 	 1155.50461 	 1017.46930 	  855.71286 	  875.40659 	 1006.24433 	 
 949.08263 	 1227.17816 	  381.83199 	 1534.38151 	  884.13500 	  592.77244 	  325.37854 	 1544.76294 	    0.00000 	  274.57069 	  512.87616 	 1470.30344 	 1479.49000 	  666.07076 	  247.07993 	  441.43178 	  478.38171 	  804.91219 	  784.03629 	  132.80978 	 1482.99596 	  720.95529 	 1314.60568 	 1327.06065 	 1427.05396 	  460.87007 	 1023.67669 	 1290.72658 	 1395.54271 	 1735.77950 	 1161.83583 	  270.33208 	  908.52155 	  692.55454 	  132.45221 	 1621.11123 	  784.52725 	  854.53584 	  661.81405 	  790.46362 	  611.55116 	  532.70649 	  433.08729 	 1137.07802 	  157.19590 	 1051.39974 	 1282.49288 	   97.82218 	 1501.14559 	  815.43349 	  760.32717 	 1123.26832 	 1421.13893 	  579.79838 	 1031.88368 	 1616.54491 	 1025.21897 	 1057.84788 	  571.21014 	  965.33133 	 1433.38530 	 1446.34216 	 1223.11593 	  301.58349 	 1895.12914 	  839.22434 	  795.69300 	  640.31072 	 1410.09589 	  607.43323 	  721.09437 	 1653.50182 	 1483.44935 	  937.95638 	 1675.80511 	 1825.47186 	  508.62743 	  773.69719 	 1148.25645 	  889.10094 	  646.73455 	 
 884.68233 	 1140.60882 	  321.29863 	 1641.22655 	  840.24383 	  563.89829 	  530.60494 	 1365.91607 	  305.23540 	    0.00000 	  244.05645 	 1452.52179 	 1669.31323 	  436.92057 	  394.01383 	  163.12033 	  211.41172 	  613.71714 	  699.39846 	  308.51253 	 1414.47766 	  410.83041 	 1269.05457 	 1278.00296 	 1384.01477 	  309.11356 	 1166.53572 	 1052.78002 	 1165.16902 	 1798.46599 	 1101.90017 	  373.90579 	  797.64312 	  398.95037 	  176.69377 	 1671.89308 	  684.01929 	  917.96510 	  433.79916 	  665.59253 	  299.38284 	  555.96500 	  205.52261 	 1291.02291 	  128.46584 	 1079.34517 	 1551.78643 	  383.61099 	 1432.99657 	  801.62826 	  808.06830 	 1131.16681 	 1270.63582 	  324.71074 	  950.02153 	 1747.46602 	  821.45608 	  884.51797 	  388.42309 	  831.38791 	 1132.85923 	 1316.23810 	 1358.06720 	  243.92818 	 1805.84710 	  773.91906 	  481.55766 	  734.34174 	 1251.54786 	  641.00059 	  657.03574 	 1490.67266 	 1745.23014 	  526.89212 	 1691.39731 	 1523.54341 	  228.62738 	  550.22678 	 1210.88038 	  925.92699 	  386.42094 	 
