   0.00000 	  577.09117 	  888.30786 	  591.56267 	  368.71403 	  522.45114 	  698.02431 	 1271.02361 	  627.83008 	  727.55246 	  704.64461 	 1807.18244 	  364.50885 	  597.48976 	  999.56818 	  418.69604 	  757.01778 	  639.29497 	 1634.87421 	  475.01364 	  466.42361 	 2095.72311 	 2321.67172 	  416.73838 	  531.21371 	 
 625.68696 	    0.00000 	  384.08853 	  611.46324 	  387.64001 	  322.31937 	 1189.94323 	 1359.55998 	  395.39719 	 1292.62555 	  874.91554 	 2509.04246 	  804.20259 	 1008.33417 	  947.59758 	 1026.61695 	  165.00851 	   97.99255 	 2199.49707 	  193.79067 	  701.28942 	 2254.21508 	 2395.65342 	  896.10133 	   35.76416 	 
 907.69022 	  380.39595 	    0.00000 	  915.17673 	  682.99284 	  541.99266 	 1541.00968 	 1737.10904 	  560.18627 	 1514.27944 	 1174.21132 	 2382.62594 	 1115.44646 	 1160.53629 	 1155.71858 	 1333.22822 	  198.51061 	  254.90267 	 2213.67297 	  514.85240 	 1112.51952 	 2881.86860 	 2606.97690 	 1179.67846 	  372.66148 	 
 596.08085 	  596.51018 	  790.84339 	    0.00000 	  261.38671 	  293.87268 	  773.51068 	  968.89756 	  231.80918 	  864.45268 	  412.65423 	 1684.66924 	  470.09342 	 1240.81207 	  324.01374 	  797.93663 	  664.63361 	  682.28657 	 1320.23464 	  430.18181 	  266.61387 	 1886.35752 	 1560.95776 	 1099.23499 	  575.81776 	 
 405.95396 	  454.27392 	  783.35884 	  241.50724 	    0.00000 	  248.41827 	  808.09808 	 1026.03199 	  241.06713 	  835.17996 	  574.45511 	 2064.45101 	  396.36877 	  856.36253 	  612.29036 	  675.73607 	  529.70457 	  513.94067 	 1589.98903 	  241.93264 	  329.22653 	 1958.22044 	 1923.51169 	  743.22898 	  383.90973 	 
 551.61058 	  291.49302 	  536.33889 	  313.80384 	  243.05402 	    0.00000 	 1107.03795 	 1332.23141 	   91.13720 	 1141.66903 	  747.58834 	 2215.22463 	  644.90186 	 1187.47708 	  565.81102 	  895.76149 	  373.34846 	  364.88135 	 1839.27510 	   97.60987 	  513.29603 	 2038.51032 	 2073.96244 	  913.95389 	  321.57614 	 
 741.82636 	 1115.91189 	 1639.13036 	  772.39558 	  731.88405 	 1036.33189 	    0.00000 	  699.80224 	  969.26022 	  201.79873 	  483.27535 	 1160.39818 	  419.82223 	 1167.25835 	  879.53097 	  412.70984 	 1353.51623 	 1322.39703 	  825.83052 	 1075.06867 	  590.91752 	 1389.16190 	 1707.19233 	  901.02749 	 1048.88420 	 
1309.66629 	 1649.50283 	 1905.69392 	  963.97609 	 1140.56492 	 1235.39591 	  645.74408 	    0.00000 	 1253.73724 	  952.88180 	  571.68651 	  873.67641 	  878.09713 	 1795.53327 	  726.30361 	 1023.57012 	 1572.31774 	 1520.59195 	  621.39749 	 1312.94736 	  850.00642 	  874.76705 	 1060.39417 	 1566.26114 	 1358.58012 	 
 558.43663 	  388.38445 	  668.84475 	  233.61823 	  215.52220 	   87.06691 	  958.51315 	 1073.65911 	    0.00000 	 1181.93425 	  634.15299 	 1829.82003 	  626.97883 	 1101.38299 	  543.00497 	  923.32942 	  479.33594 	  409.18343 	 1685.15828 	  180.93727 	  448.28189 	 2002.56892 	 1766.01336 	  972.53505 	  390.80515 	 
 677.58070 	 1242.95552 	 1623.59430 	  986.76335 	  871.11817 	 1116.13049 	  202.21212 	  796.26550 	 1001.53717 	    0.00000 	  643.40163 	 1475.29774 	  491.81346 	  898.96884 	 1114.07712 	  325.70686 	 1419.60460 	 1427.76567 	 1068.84370 	 1204.11618 	  717.86513 	 1588.60195 	 2004.85337 	  810.35397 	 1154.34118 	 
